month,naics_code,kind_of_business,value
2018-11-01,no code,Retail sales and food services excl motor vehicle and parts and gasoline stations,380820
2018-11-01,no code,"Retail sales, total",459625
2018-11-01,no code,"Retail sales, total (excl. motor vehicle and parts dealers)",364273
2018-11-01,no code,GAFO(1),121205
2018-11-01,441,Motor vehicle and parts dealers,95352
2018-11-01,"44,114,412",Automobile and other motor vehicle dealers,87469
2018-11-01,4411,Automobile dealers,82672
2018-11-01,44111,New car dealers,73723
2018-11-01,44112,Used car dealers,8949
2018-11-01,4413,"Automotive parts, acc., and tire stores",7883
2018-11-01,"442,443","Furniture, home furn, electronics, and appliance stores",20378
2018-11-01,442,Furniture and home furnishings stores,10782
2018-11-01,4421,Furniture stores,5505
2018-11-01,4422,Home furnishings stores,5277
2018-11-01,442299,All other home furnishings stores,3158
2018-11-01,443,Electronics and appliance stores,9596
2018-11-01,443141,Household appliance stores,1544
2018-11-01,443142,Electronics stores,8052
2018-11-01,444,Building mat. and garden equip. and supplies dealers,29980
2018-11-01,4441,Building mat. and supplies dealers,26516
2018-11-01,44412,Paint and wallpaper stores,925
2018-11-01,44413,Hardware stores,2244
2018-11-01,445,Food and beverage stores,63793
2018-11-01,4451,Grocery stores,56795
2018-11-01,44511,Supermarkets and other grocery (except convenience) stores,54291
2018-11-01,4453,"Beer, wine, and liquor stores",4925
2018-11-01,446,Health and personal care stores,28840
2018-11-01,44611,Pharmacies and drug stores,23756
2018-11-01,448,Clothing and clothing access. stores,25289
2018-11-01,4481,Clothing stores,19078
2018-11-01,44811,Men's clothing stores,840
2018-11-01,44812,Women's clothing stores,3979
2018-11-01,44814,Family clothing stores,10860
2018-11-01,44819,Other clothing stores,1683
2018-11-01,4482,Shoe stores,3282
2018-11-01,44831,Jewelry stores,2730
2018-11-01,451,"Sporting goods, hobby, musical instrument, and book stores",7167
2018-11-01,45111,Sporting goods stores,3672
2018-11-01,45112,"Hobby, toy, and game stores",1974
2018-11-01,451211,Book stores,663
2018-11-01,452,General merchandise stores,65865
2018-11-01,4521,Department stores,14549
2018-11-01,452111,Department stores(excl. discount department stores),4851
2018-11-01,452112,Discount dept. stores,9698
2018-11-01,4529,Other general merchandise stores,51316
2018-11-01,45291,Warehouse clubs and superstores,43828
2018-11-01,45299,All other gen. merchandise stores,7488
2018-11-01,453,Miscellaneous store retailers,11111
2018-11-01,4532,"Office supplies, stationery, and gift stores",2506
2018-11-01,45321,Office supplies and stationery stores,869
2018-11-01,45322,"Gift, novelty, and souvenir stores",1637
2018-11-01,45330,Used merchandise stores,1433
2018-11-01,454,Nonstore retailers,69669
2018-11-01,4541,Electronic shopping and mail-order houses,61268
2018-11-01,45431,Fuel dealers,3495
2018-11-01,722,Food services and drinking places,58728
2018-11-01,7225,Restaurants and other eating places,50969
2018-11-01,722511,Full service restaurants,24899
2018-11-01,"722513, 722514, 722515",Limited service eating places,26070
2018-10-01,no code,"Retail and food services sales, total",503544
2018-10-01,no code,Retail sales and food services excl motor vehicle and parts,404486
2018-10-01,no code,Retail sales and food services excl gasoline stations,456251
2018-10-01,no code,Retail sales and food services excl motor vehicle and parts and gasoline stations,357193
2018-10-01,no code,"Retail sales, total",442154
2018-10-01,no code,"Retail sales, total (excl. motor vehicle and parts dealers)",343096
2018-10-01,no code,GAFO(1),105197
2018-10-01,441,Motor vehicle and parts dealers,99058
2018-10-01,"44,114,412",Automobile and other motor vehicle dealers,90620
2018-10-01,4411,Automobile dealers,85213
2018-10-01,44111,New car dealers,75815
2018-10-01,44112,Used car dealers,9398
2018-10-01,4413,"Automotive parts, acc., and tire stores",8438
2018-10-01,"442,443","Furniture, home furn, electronics, and appliance stores",17292
2018-10-01,442,Furniture and home furnishings stores,9955
2018-10-01,4421,Furniture stores,5173
2018-10-01,4422,Home furnishings stores,4782
2018-10-01,442299,All other home furnishings stores,2447
2018-10-01,443,Electronics and appliance stores,7337
2018-10-01,443141,Household appliance stores,1421
2018-10-01,443142,Electronics stores,5916
2018-10-01,444,Building mat. and garden equip. and supplies dealers,32577
2018-10-01,4441,Building mat. and supplies dealers,28638
2018-10-01,44412,Paint and wallpaper stores,1134
2018-10-01,44413,Hardware stores,2368
2018-10-01,445,Food and beverage stores,62594
2018-10-01,4451,Grocery stores,56070
2018-10-01,44511,Supermarkets and other grocery (except convenience) stores,53419
2018-10-01,4453,"Beer, wine, and liquor stores",4550
2018-10-01,446,Health and personal care stores,29424
2018-10-01,44611,Pharmacies and drug stores,24740
2018-10-01,447,Gasoline stations,47293
2018-10-01,448,Clothing and clothing access. stores,21128
2018-10-01,4481,Clothing stores,15815
2018-10-01,44811,Men's clothing stores,768
2018-10-01,44812,Women's clothing stores,3361
2018-10-01,44814,Family clothing stores,8998
2018-10-01,44819,Other clothing stores,1299
2018-10-01,4482,Shoe stores,2829
2018-10-01,44831,Jewelry stores,2318
2018-10-01,451,"Sporting goods, hobby, musical instrument, and book stores",5933
2018-10-01,45111,Sporting goods stores,3189
2018-10-01,45112,"Hobby, toy, and game stores",1274
2018-10-01,451211,Book stores,637
2018-10-01,452,General merchandise stores,57746
2018-10-01,4521,Department stores,10993
2018-10-01,452111,Department stores(excl. discount department stores),3317
2018-10-01,452112,Discount dept. stores,7676
2018-10-01,4529,Other general merchandise stores,46753
2018-10-01,45291,Warehouse clubs and superstores,40156
2018-10-01,45299,All other gen. merchandise stores,6597
2018-10-01,453,Miscellaneous store retailers,11472
2018-10-01,4532,"Office supplies, stationery, and gift stores",3098
2018-10-01,45321,Office supplies and stationery stores,859
2018-10-01,45322,"Gift, novelty, and souvenir stores",2239
2018-10-01,45330,Used merchandise stores,1565
2018-10-01,454,Nonstore retailers,57637
2018-10-01,4541,Electronic shopping and mail-order houses,49746
2018-10-01,45431,Fuel dealers,2969
2018-10-01,722,Food services and drinking places,61390
2018-10-01,7225,Restaurants and other eating places,52869
2018-10-01,722511,Full service restaurants,25707
2018-10-01,"722513, 722514, 722515",Limited service eating places,27162
2018-09-01,no code,"Retail and food services sales, total",476894
2018-09-01,no code,Retail sales and food services excl motor vehicle and parts,380952
2018-09-01,no code,Retail sales and food services excl gasoline stations,432230
2018-09-01,no code,Retail sales and food services excl motor vehicle and parts and gasoline stations,336288
2018-09-01,no code,"Retail sales, total",417148
2018-09-01,no code,"Retail sales, total (excl. motor vehicle and parts dealers)",321206
2018-09-01,no code,GAFO(1),100003
2018-09-01,441,Motor vehicle and parts dealers,95942
2018-09-01,"44,114,412",Automobile and other motor vehicle dealers,88196
2018-09-01,4411,Automobile dealers,82405
2018-09-01,44111,New car dealers,73191
2018-09-01,44112,Used car dealers,9214
2018-09-01,4413,"Automotive parts, acc., and tire stores",7746
2018-09-01,"442,443","Furniture, home furn, electronics, and appliance stores",17039
2018-09-01,442,Furniture and home furnishings stores,9759
2018-09-01,4421,Furniture stores,5391
2018-09-01,4422,Home furnishings stores,4368
2018-09-01,442299,All other home furnishings stores,2262
2018-09-01,443,Electronics and appliance stores,7280
2018-09-01,443141,Household appliance stores,1353
2018-09-01,443142,Electronics stores,5927
2018-09-01,444,Building mat. and garden equip. and supplies dealers,29421
2018-09-01,4441,Building mat. and supplies dealers,26115
2018-09-01,44412,Paint and wallpaper stores,1037
2018-09-01,44413,Hardware stores,2160
2018-09-01,445,Food and beverage stores,61208
2018-09-01,4451,Grocery stores,54941
2018-09-01,44511,Supermarkets and other grocery (except convenience) stores,52338
2018-09-01,4453,"Beer, wine, and liquor stores",4411
2018-09-01,446,Health and personal care stores,26875
2018-09-01,44611,Pharmacies and drug stores,22138
2018-09-01,447,Gasoline stations,44664
2018-09-01,448,Clothing and clothing access. stores,19713
2018-09-01,4481,Clothing stores,14723
2018-09-01,44811,Men's clothing stores,740
2018-09-01,44812,Women's clothing stores,3058
2018-09-01,44814,Family clothing stores,8248
2018-09-01,44819,Other clothing stores,1318
2018-09-01,4482,Shoe stores,2709
2018-09-01,44831,Jewelry stores,2114
2018-09-01,451,"Sporting goods, hobby, musical instrument, and book stores",5995
2018-09-01,45111,Sporting goods stores,3124
2018-09-01,45112,"Hobby, toy, and game stores",1176
2018-09-01,451211,Book stores,864
2018-09-01,452,General merchandise stores,54761
2018-09-01,4521,Department stores,10362
2018-09-01,452111,Department stores(excl. discount department stores),3179
2018-09-01,452112,Discount dept. stores,7183
2018-09-01,4529,Other general merchandise stores,44399
2018-09-01,45291,Warehouse clubs and superstores,38183
2018-09-01,45299,All other gen. merchandise stores,6216
2018-09-01,453,Miscellaneous store retailers,10231
2018-09-01,4532,"Office supplies, stationery, and gift stores",2495
2018-09-01,45321,Office supplies and stationery stores,939
2018-09-01,45322,"Gift, novelty, and souvenir stores",1556
2018-09-01,45330,Used merchandise stores,1380
2018-09-01,454,Nonstore retailers,51299
2018-09-01,4541,Electronic shopping and mail-order houses,44852
2018-09-01,45431,Fuel dealers,2054
2018-09-01,722,Food services and drinking places,59746
2018-09-01,7225,Restaurants and other eating places,51448
2018-09-01,722511,Full service restaurants,25113
2018-09-01,"722513, 722514, 722515",Limited service eating places,26335
2018-08-01,no code,"Retail and food services sales, total",520502
2018-08-01,no code,Retail sales and food services excl motor vehicle and parts,412119
2018-08-01,no code,Retail sales and food services excl gasoline stations,472381
2018-08-01,no code,Retail sales and food services excl motor vehicle and parts and gasoline stations,363998
2018-08-01,no code,"Retail sales, total",456103
2018-08-01,no code,"Retail sales, total (excl. motor vehicle and parts dealers)",347720
2018-08-01,no code,GAFO(1),111406
2018-08-01,441,Motor vehicle and parts dealers,108383
2018-08-01,"44,114,412",Automobile and other motor vehicle dealers,99842
2018-08-01,4411,Automobile dealers,92656
2018-08-01,44111,New car dealers,82310
2018-08-01,44112,Used car dealers,10346
2018-08-01,4413,"Automotive parts, acc., and tire stores",8541
2018-08-01,"442,443","Furniture, home furn, electronics, and appliance stores",18233
2018-08-01,442,Furniture and home furnishings stores,10382
2018-08-01,4421,Furniture stores,5525
2018-08-01,4422,Home furnishings stores,4857
2018-08-01,442299,All other home furnishings stores,2530
2018-08-01,443,Electronics and appliance stores,7851
2018-08-01,443141,Household appliance stores,1524
2018-08-01,443142,Electronics stores,6327
2018-08-01,444,Building mat. and garden equip. and supplies dealers,32162
2018-08-01,4441,Building mat. and supplies dealers,28733
2018-08-01,44412,Paint and wallpaper stores,1193
2018-08-01,44413,Hardware stores,2354
2018-08-01,445,Food and beverage stores,63603
2018-08-01,4451,Grocery stores,57000
2018-08-01,44511,Supermarkets and other grocery (except convenience) stores,54220
2018-08-01,4453,"Beer, wine, and liquor stores",4691
2018-08-01,446,Health and personal care stores,28848
2018-08-01,44611,Pharmacies and drug stores,23870
2018-08-01,447,Gasoline stations,48121
2018-08-01,448,Clothing and clothing access. stores,23012
2018-08-01,4481,Clothing stores,16618
2018-08-01,44811,Men's clothing stores,723
2018-08-01,44812,Women's clothing stores,3257
2018-08-01,44814,Family clothing stores,9496
2018-08-01,44819,Other clothing stores,1609
2018-08-01,4482,Shoe stores,3850
2018-08-01,44831,Jewelry stores,2364
2018-08-01,451,"Sporting goods, hobby, musical instrument, and book stores",7231
2018-08-01,45111,Sporting goods stores,4048
2018-08-01,45112,"Hobby, toy, and game stores",1096
2018-08-01,451211,Book stores,1218
2018-08-01,452,General merchandise stores,59972
2018-08-01,4521,Department stores,12079
2018-08-01,452111,Department stores(excl. discount department stores),3418
2018-08-01,452112,Discount dept. stores,8661
2018-08-01,4529,Other general merchandise stores,47893
2018-08-01,45291,Warehouse clubs and superstores,41465
2018-08-01,45299,All other gen. merchandise stores,6428
2018-08-01,453,Miscellaneous store retailers,11196
2018-08-01,4532,"Office supplies, stationery, and gift stores",2958
2018-08-01,45321,Office supplies and stationery stores,1350
2018-08-01,45322,"Gift, novelty, and souvenir stores",1608
2018-08-01,45330,Used merchandise stores,1500
2018-08-01,4541,Electronic shopping and mail-order houses,48661
2018-08-01,45431,Fuel dealers,2048
2018-08-01,722,Food services and drinking places,64399
2018-08-01,7225,Restaurants and other eating places,56602
2018-08-01,722511,Full service restaurants,27810
2018-08-01,"722513, 722514, 722515",Limited service eating places,28792
2018-07-01,no code,"Retail and food services sales, total",505125
2018-07-01,no code,Retail sales and food services excl motor vehicle and parts,401448
2018-07-01,no code,Retail sales and food services excl gasoline stations,457785
2018-07-01,no code,Retail sales and food services excl motor vehicle and parts and gasoline stations,354108
2018-07-01,no code,"Retail sales, total",441712
2018-07-01,no code,"Retail sales, total (excl. motor vehicle and parts dealers)",338035
2018-07-01,no code,GAFO(1),105243
2018-07-01,441,Motor vehicle and parts dealers,103677
2018-07-01,"44,114,412",Automobile and other motor vehicle dealers,95498
2018-07-01,4411,Automobile dealers,88338
2018-07-01,44111,New car dealers,78316
2018-07-01,44112,Used car dealers,10022
2018-07-01,4413,"Automotive parts, acc., and tire stores",8179
